T1,L1,G3,1,508,TRUE,G4,1,,,706,TRUE,G5,1,D11,0,G6,1,g1,111,G7,1,D13,0,9,FALSE,G11,1,g3,111,G12,1,D17,0,D15,0,11,FALSE,G14,1,15017,TRUE,G15,1,L1,1
T1,L2,G3,1,508,TRUE,G4,1,,,706,TRUE,G5,1,D11,0,G6,1,g1,111,G7,1,D13,0,9,FALSE,G11,1,g3,111,G12,1,D17,0,D15,0,11,TRUE,,,,,G13,1,L2,1
T1,L3,G3,1,508,TRUE,G4,1,,,706,TRUE,G5,1,D11,0,G6,1,g1,111,G7,1,D13,0,9,TRUE,G8,1,g5,111,G9,1,D21,0,D19,0,13,TRUE,,,,,G10,1,L3,1
T1,L4,G3,1,508,TRUE,G4,1,,,706,TRUE,G5,1,D11,0,G6,1,g1,111,G7,1,D13,0,9,TRUE,G8,1,g5,111,G9,1,D21,0,D19,0,13,FALSE,G16,1,,,G17,1,L4,1
T1,L5,G3,1,508,FALSE,,,G28,1,D12,0,G29,1,g2,111,G30,1,D14,0,10,TRUE,G31,1,g4,111,G32,1,D16,0,D18,0,12,FALSE,G39,1,,,,,,,G40,1,L5,1
T1,L6,G3,1,508,FALSE,,,G28,1,D12,0,G29,1,g2,111,G30,1,D14,0,10,TRUE,G31,1,g4,111,G32,1,D16,0,D18,0,12,TRUE,,,,,,,,,G33,1,L6,1
T1,L7,G3,1,508,FALSE,,,G28,1,D12,0,G29,1,g2,111,G30,1,D14,0,10,FALSE,G34,1,g6,111,G35,1,D20,0,D22,0,14,TRUE,,,,,,,,,G36,1,L7,1
T1,L8,G3,1,508,FALSE,,,G28,1,D12,0,G29,1,g2,111,G30,1,D14,0,10,FALSE,G34,1,g6,111,G35,1,D20,0,D22,0,14,FALSE,G37,1,16018,TRUE,,,,,G38,1,L8,1
D3,D9,G2,1,1,TRUE,3,FALSE,G21,1,D7,0,G22,1,D9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G23,1
D3,T1,G2,1,1,TRUE,3,TRUE,G3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,0
D3,D23,G2,1,1,FALSE,G18,1,D5,0,G19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D23,0
D5,D3,G19,1,G18,1,1,FALSE,D3,0,G2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1,0
D7,D3,G23,1,D9,0,G22,1,D7,0,G21,1,3,FALSE,1,TRUE,D3,0,G2,1,,,,,,,,,,,,,,,,,,,,,,,,,D1,0
D11,D3,G6,1,G5,1,706,TRUE,G4,1,508,TRUE,T1,0,G3,1,3,TRUE,1,TRUE,D3,0,G2,1,,,,,,,,,,,,,,,,,,,,,D1,0
D11,D4,G6,1,G5,1,706,FALSE,T2,0,G26,1,4,TRUE,2,TRUE,D4,0,G25,1,,,,,,,,,,,,,,,,,,,,,,,,,D2,0
D13,D17,G7,1,9,FALSE,G11,1,g3,111,G12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D15,0
D13,D21,G7,1,9,TRUE,G8,1,g5,111,G9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D19,0
D15,L1,G12,1,D17,0,11,FALSE,G14,1,15017,TRUE,G15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1,1
D15,L2,G12,1,D17,0,11,TRUE,G13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2,1
D17,D11,11,TRUE,D15,0,G12,1,g3,111,G11,1,9,FALSE,D13,0,G7,1,g1,111,G6,1,,,,,,,,,,,,,,,,,,,,,,,D11,0
D19,L3,G9,1,D21,0,13,TRUE,G10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3,1
D19,L4,G9,1,D21,0,13,FALSE,G16,1,G17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L4,1
D21,D11,13,TRUE,D19,0,,,D21,0,G9,1,g5,111,G8,1,9,TRUE,D13,0,G7,1,g1,111,G6,1,,,,,,,,,,,,,,,,,,,L1,1
D23,L1,G19,1,15017,FALSE,G15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2,L1,G26,1,706,FALSE,,,,,,,G5,1,D11,0,G6,1,g1,111,G7,1,D13,0,9,FALSE,G11,1,g3,111,G12,1,D17,0,D15,0,11,FALSE,G14,1,15017,TRUE,G15,1,L1,1
T2,L2,G26,1,706,FALSE,,,,,,,G5,1,D11,0,G6,1,g1,111,G7,1,D13,0,9,FALSE,G11,1,g3,111,G12,1,D17,0,D15,0,11,TRUE,,,,,G13,1,L2,1
T2,L3,G26,1,706,FALSE,,,,,,,G5,1,D11,0,G6,1,g1,111,G7,1,D13,0,9,TRUE,G8,1,g5,111,G9,1,D21,0,D19,0,13,TRUE,,,,,G10,1,L3,1
T2,L4,G26,1,706,FALSE,,,,,,,G5,1,D11,0,G6,1,g1,111,G7,1,D13,0,9,TRUE,G8,1,g5,111,G9,1,D21,0,D19,0,13,FALSE,G16,1,,,G17,1,L4,1
T2,L5,G26,1,706,TRUE,G27,1,508,TRUE,G28,1,D12,0,G29,1,g2,111,G30,1,D14,0,10,TRUE,G31,1,g4,111,G32,1,D16,0,D18,0,12,FALSE,G39,1,,,,,G40,1,L5,1
T2,L6,G26,1,706,TRUE,G27,1,508,TRUE,G28,1,D12,0,G29,1,g2,111,G30,1,D14,0,10,TRUE,G31,1,g4,111,G32,1,D16,0,D18,0,12,TRUE,,,,,,,G33,1,L6,1
T2,L7,G26,1,706,TRUE,G27,1,508,TRUE,G28,1,D12,0,G29,1,g2,111,G30,1,D14,0,10,FALSE,G34,1,g6,111,G35,1,D20,0,D22,0,14,TRUE,,,,,,,G36,1,L7,1
T2,L8,G26,1,706,TRUE,G27,1,508,TRUE,G28,1,D12,0,G29,1,g2,111,G30,1,D14,0,10,FALSE,G34,1,g6,111,G35,1,D20,0,D22,0,14,FALSE,G37,1,16018,TRUE,,,G38,1,L8,1
D4,D24,G25,1,2,FALSE,G41,1,D6,0,G42,1,D24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4,T2,G25,1,2,TRUE,4,TRUE,G26,1,T2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D6,D4,G42,1,G41,1,2,FALSE,D4,0,G25,1,D2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8,D4,G45,1,G44,1,4,FALSE,2,TRUE,D4,0,G25,1,D2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12,D4,G29,1,G28,1,508,TRUE,G27,1,706,TRUE,T2,0,G26,1,4,TRUE,2,TRUE,D4,0,G25,1,D2,0,,,,,,,,,,,,,,,,,,,,
D12,D3,G29,1,G28,1,508,FALSE,T1,0,G3,1,3,TRUE,1,TRUE,D3,0,G2,1,D1,0,,,,,,,,,,,,,,,,,,,,,,,,
D14,D16,G30,1,10,TRUE,G31,1,g4,111,G32,1,D16,0,D18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,D20,G30,1,10,FALSE,G34,1,g6,111,G35,1,D20,0,D22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D16,D12,12,TRUE,G32,1,g4,111,G31,1,10,TRUE,D14,0,G30,1,g2,111,G29,1,D12,0,,,,,,,,,,,,,,,,,,,,,,,,
D18,L5,G32,1,12,FALSE,G39,1,G40,1,L5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,L6,G32,1,12,TRUE,G33,1,L6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
